PERMIT.NUMBER,OWNER.NAME,OPERATING.NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY,full_address,Lat,Lng
MN-S-20027,ROCKFILTER DISTILLERY LLC,Â,113 MAPLE DR,SPRING GROVE,MN,55974,0,Â,113 MAPLE DR SPRING GROVE MN 55974,43.5616929,-91.6353807
MN-S-20028,GARVIN HEIGHTS VINEYARDS LLC,Â,2255 GARVIN HEIGHTS RD,WINONA,MN,55987,0,Winona,2255 GARVIN HEIGHTS RD WINONA MN 55987,44.0250863,-91.6781732
MN-S-20029,"PANTHER DISTILLERY, LLC",PANTHER DISTILLERY,114 W MAIN ST,OSAKIS,MN,56360,0,Douglas,114 W MAIN ST OSAKIS MN 56360,45.8681167,-95.1542755
MN-S-20030,"FLYING DUTCHMAN SPIRITS, LLC",Â,6801 FLYING CLOUD DR,EDEN PRAIRIE,MN,55344,0,Hennepin,6801 FLYING CLOUD DR EDEN PRAIRIE MN 55344,44.880285,-93.411741
MO-S-1,"MCCORMICK DISTILLING CO., INC.",Â,1 MCCORMICK LN,WESTON,MO,64098,9558,PLATTE,1 MCCORMICK LN WESTON MO 64098,39.4111092,-94.9016298
MO-S-15003,"EAUX-DE-VIE, INC",SQUARE ONE BREWERY AND DISTILLERY,1727 PARK AVE,SAINT LOUIS,MO,63104,2941,SAINT LOUIS CITY,1727 PARK AVE SAINT LOUIS MO 63104,38.6170166,-90.2110242
MO-S-15005,COPPER RUN DISTILLERY LLC,Â,1901 DAY RD,WALNUT SHADE,MO,65771,0,TANEY,1901 DAY RD WALNUT SHADE MO 65771,36.8012737,-93.2444954
MO-S-15006,"CROWN VALLEY WINERY, INC.",CROWN VALLEY DISTILLING CO.,13326 STATE RTE,SAINTE GENEVIEVE,MO,63670,9001,SAINTE GENEVIEVE,13326 STATE RTE SAINTE GENEVIEVE MO 63670,37.9307026,-90.0551594
MO-S-15007,"GOLDEN TRIANGLE ENERGY, LLC",Â,15053 HIGHWAY 111,CRAIG,MO,64437,9143,HOLT,15053 HIGHWAY 111 CRAIG MO 64437,40.1935485,-95.4406503
MO-S-15010,CHEMISPHERE CORPORATION,Â,2101 CLIFTON AVE,SAINT LOUIS,MO,63139,0,SAINT LOUIS CITY,2101 CLIFTON AVE SAINT LOUIS MO 63139,38.616742,-90.296511
MO-S-15012,"ST. LOUIS DISTILLERY, LLC",ST. LOUIS DISTILLERY,755 FRIEDENS RD,SAINT CHARLES,MO,63303,3815,SAINT CHARLES,755 FRIEDENS RD SAINT CHARLES MO 63303,38.76395,-90.521942
MO-S-15013,ARTISAN SPIRITS LLC,PINCKNEY BEND DISTILLING COMPANY,1101 B MILLER ST,NEW HAVEN,MO,63068,0,FRANKLIN,1101 B MILLER ST NEW HAVEN MO 63068,38.6146607,-91.2136738
MO-S-15014,"MISSOURI SPIRITS HOUSE, LLC",Â,507 W WALNUT,SPRINGFIELD,MO,65806,0,GREENE,507 W WALNUT SPRINGFIELD MO 65806,37.207488,-93.296081
MO-S-15015,STILLJOY SPIRITS INC.,Â,2331 WELDON PKWY,SAINT LOUIS,MO,63146,3207,SAINT LOUIS,2331 WELDON PKWY SAINT LOUIS MO 63146,38.7040136,-90.4409468
MO-S-2,"LUXCO, INC.",Â,5050 KEMPER AVE,SAINT LOUIS,MO,63139,1106,SAINT LOUIS CITY,5050 KEMPER AVE SAINT LOUIS MO 63139,38.6036743,-90.2746264
MO-S-20,MISSOURI STATE UNIVERSITY,Â,,MOUNTAIN GROVE,MO,65711,2999,WRIGHT,MOUNTAIN GROVE MO 65711,37.1306078,-92.2634942
MO-S-20001,"STRONG SPIRITS DISTILLING, INC.",S.D. STRONG DISTILLING,8500 NW RIVER PARK DR,PARKVILLE,MO,64152,4443,Platte,8500 NW RIVER PARK DR PARKVILLE MO 64152,39.187739,-94.679279
MO-S-20002,"T'S REDNECK STEAKHOUSE, INC.",Â,221 EVERGREEN PKWY,LEBANON,MO,65536,7361,Laclede,221 EVERGREEN PKWY LEBANON MO 65536,37.663797,-92.6532458
MO-S-20003,"OF THE EARTH FARM DISTILLERY, LLC",Â,38391 W 176TH ST,RAYVILLE,MO,64084,8196,Ray,38391 W 176TH ST RAYVILLE MO 64084,39.4089793,-94.0326566
MO-S-20004,"STILL 630, LLC",STILL 630,1000 S 4TH ST,SAINT LOUIS,MO,63104,3612,Â,1000 S 4TH ST SAINT LOUIS MO 63104,38.6166398,-90.1927833
MO-S-20005,REECE'S DISTILLED SPIRITS LLC,Â,1075 W KATHRYN ST,NIXA,MO,65714,0,Christian,1075 W KATHRYN ST NIXA MO 65714,37.0605727,-93.3153023
MO-S-20006,"MAD BUFFALO BREWING COMPANY, INC.",COULTER & PAYNE FARM DISTILLERY,7616 SHAWNEETOWN SPUR,UNION,MO,63084,4533,Franklin,7616 SHAWNEETOWN SPUR UNION MO 63084,38.4262284,-90.8994963
MO-S-20007,"OZARK DISTILLERY, LLC",Â,1684 KK HWY,OSAGE BEACH,MO,65065,4815,Camden,1684 KK HWY OSAGE BEACH MO 65065,38.1330299,-92.7068491
MO-S-20008,"WOOD HAT SPIRITS, LLC",Â,489 BOONESLICK RD,NEW FLORENCE,MO,63363,2500,Montgomery,489 BOONESLICK RD NEW FLORENCE MO 63363,38.898136,-91.4484554
MO-S-20009,"LES BOURGEOIS VINEYARDS, INC.",LES BOURGEOIS VINEYARD,,ROCHEPORT,MO,65279,0,boone,ROCHEPORT MO 65279,38.9800346,-92.5640732
MO-S-20010,MID-BEST DISTILLERY INC,MID-BEST DISTILLERY,423 VALLEY RD,GRAVOIS MILLS,MO,65037,0,Morgan,423 VALLEY RD GRAVOIS MILLS MO 65037,38.3049706,-92.8234787
MO-S-20011,SAPCO INC,CANTINA FAST SERVE COCKTAILS,6625 MALL DR,CEDAR HILL,MO,63016,0,Jefferson,6625 MALL DR CEDAR HILL MO 63016,38.3548226,-90.6508555
MO-S-20012,"SHAWNEE BLUFF DISTILLERIES, LLC",Â,8 TOLLWOOD RD,LAKE OZARK,MO,65049,0,Â,8 TOLLWOOD RD LAKE OZARK MO 65049,38.1986435,-92.6387968
MO-S-20013,"OZARK HILLS MOONSHINE, LLC",OZARK HILLS MOONSHINE,625 CEDAR CREEK RD,CHADWICK,MO,65629,0,Christian,625 CEDAR CREEK RD CHADWICK MO 65629,36.9259753,-92.9511037
MO-S-20014,DOGMASTER DISTILLERY L.L.C.,DOGMASTER DISTILLERY,210 ST. JAMES ST,COLUMBIA,MO,65201,0,Boone,210 ST. JAMES ST COLUMBIA MO 65201,38.9542395,-92.3235735
MO-S-20015,"UNION HORSE DISTILLING COMPANY, LLC",Â,520 W PENNWAY ST,KANSAS CITY,MO,64108,0,Jackson,520 W PENNWAY ST KANSAS CITY MO 64108,39.0874515,-94.590422
MO-S-20016,"JACOB RIEGER & COMPANY, LLC",Â,2700 GUINOTTE AVE,KANSAS CITY,MO,64120,0,Â,2700 GUINOTTE AVE KANSAS CITY MO 64120,39.119557,-94.548831
MO-S-20017,"SCHOENWEID FARM, LLC",EDELBRAND PURE DISTILLING,13728 SHAWNEE VALLEY ROAD RD E,MARTHASVILLE,MO,63357,1792,Warren,13728 SHAWNEE VALLEY ROAD RD E MARTHASVILLE MO 63357,38.6509986,-91.0385907
MO-S-20018,"TOM'S TOWN DISTILLING COMPANY, LLC.",TOM'S TOWN DISTILLING COMPANY,1701 MAIN ST,KANSAS CITY,MO,64108,0,Jackson,1701 MAIN ST KANSAS CITY MO 64108,39.0932918,-94.5831987
MO-S-20019,"THE FOUNTAIN ON LOCUST, INC.",Â,3037 LOCUST ST,ST LOUIS,MO,63103,0,Â,3037 LOCUST ST ST LOUIS MO 63103,38.636301,-90.2230017
MO-S-20020,ROCKING C DISTILLERY LLC,ROCKING C DISTILLERY,20665 US HIGHWAY 136,PRINCETON,MO,64673,0,Mercer,20665 US HIGHWAY 136 PRINCETON MO 64673,40.4005811,-93.5672567
MO-S-20021,"LIFTED SPIRITS DISTILLATION, LLC",LIFTED SPIRITS,1734 CHERRY ST,KANSAS CITY,MO,64108,0,Jackson,1734 CHERRY ST KANSAS CITY MO 64108,39.0920679,-94.5766308
MO-S-20022,"RESTLESS SPIRITS DISTILLING COMPANY, LLC",Â,109 E 18TH AVE,NORTH KANSAS CITY,MO,64116,0,Â,109 E 18TH AVE NORTH KANSAS CITY MO 64116,39.1402397,-94.5795889
MO-S-20023,"BONE HILL VIEW DISTILLERY, LLC",BONE HILL VIEW DISTILLERY,321 S HUDSON ST,BUCKNER,MO,64016,0,Jackson,321 S HUDSON ST BUCKNER MO 64016,39.133083,-94.198389
MO-S-20024,"TEMPEST DISTILLING & SPIRITS, CO., LLC",Â,2926 LOCUST BLVD,SAINT LOUIS,MO,63103,1204,Saint Louis,2926 LOCUST BLVD SAINT LOUIS MO 63103,38.63538,-90.221133
MO-S-20025,"DISTILLERY OF DEFIANCE, L.L.C.",Â,125 BOONE COUNTRY LN,DEFIANCE,MO,63341,0,St. Charles County,125 BOONE COUNTRY LN DEFIANCE MO 63341,38.6043444,-90.7984416
MO-S-20026,"CROWN VALLEY WINERY, INC.",CROWN VALLEY BRANSON,1420 W 76 COUNTRY BLVD,BRANSON,MO,65616,0,Â,1420 W 76 COUNTRY BLVD BRANSON MO 65616,36.639457,-93.245413
MO-S-20027,"WOODSMEN, LLC",Â,7239 HWY A,HIGBEE,MO,65257,0,Â,7239 HWY A HIGBEE MO 65257,39.3047584,-92.5126805
MO-S-20028,MISSOURI RIDGE DISTILLERY LLC,MISSOURI RIDGE DISTILLERY,7000 STATE HIGHWAY 248,BRANSON,MO,65616,0,Taney,7000 STATE HIGHWAY 248 BRANSON MO 65616,36.723156,-93.2744662
MO-S-20029,STACI BENNETT,REDBIRD FARM DISTILLERY,708 NW R.D. MIZE RD,BLUE SPRING,MO,64015,0,JACKSON,708 NW R.D. MIZE RD BLUE SPRING MO 64015,39.0230822,-94.2730839
MO-S-20030,OZARK MOUNTAIN DISTILLING LLC,WHITE MULE DISTILLERY,7631 HIGHWAY T,PURDY,MO,65734,8708,Barry,7631 HIGHWAY T PURDY MO 65734,36.8172863,-93.92076
MO-S-20031,"TRIPLE SSS VENTURES, LLC",Â,199 ADAIR RD,BRANSON,MO,65616,0,Taney,199 ADAIR RD BRANSON MO 65616,36.715628,-93.221928
MO-S-22,AUGUSTA WINE COMPANY,Â,201 MONTELLE DR,AUGUSTA,MO,63332,1518,SAINT CHARLES,201 MONTELLE DR AUGUSTA MO 63332,38.585628,-90.85563
MS-S-15000,"BOTTLE TREE BEVERAGE COMPANY, LLC",Â,422 S FARISH ST,JACKSON,MS,39201,0,HINDS,422 S FARISH ST JACKSON MS 39201,32.295815,-90.187774
MS-S-20001,CHARBONEAU DISTILLERY LLC,CHARBONEAU,617 JEFFERSON ST,NATCHEZ,MS,39120,0,Â,617 JEFFERSON ST NATCHEZ MS 39120,31.5601458,-91.3992437
MS-S-20003,"RICH GRAIN DISTILLING CO., LLC",Â,339 W PEACE ST,CANTON,MS,39046,0,Madison,339 W PEACE ST CANTON MS 39046,32.6125774,-90.0388881
MT-S-15002,"YELLOWSTONE VALLEY BREWING, LLC",SPIRIT OF MONTANA DISTILLING,2123-B 1ST AVE N,BILLINGS,MT,59101,2404,YELLOWSTONE,2123-B 1ST AVE N BILLINGS MT 59101,45.7861871,-108.4981957
MT-S-15007,"SWANSON'S MOUNTAIN VIEW DISTILLERY, LLC",Â,1775 MOUNTAIN VIEW ORCHARD RD,CORVALLIS,MT,59828,9661,RAVALLI,1775 MOUNTAIN VIEW ORCHARD RD CORVALLIS MT 59828,46.357243,-114.061571
MT-S-15008,"WHISTLING ANDY, INC.",Â,8541 MT HIGHWAY 35,BIGFORK,MT,59911,3715,FLATHEAD,8541 MT HIGHWAY 35 BIGFORK MT 59911,48.0579345,-114.0752677
MT-S-15009,"GLACIER DISTILLING, LLC",Â,10237 HWY 2 E,CORAM,MT,59913,0,FLATHEAD,10237 HWY 2 E CORAM MT 59913,48.422616,-114.044969
MT-S-15010,"HEADFRAME SPIRITS, INC.",Â,21 S MONTANA ST,BUTTE,MT,59701,1641,SILVER BOW,21 S MONTANA ST BUTTE MT 59701,46.0119895,-112.5397304
MT-S-15011,"MONTGOMERY DISTILLERY, INC.",MONTGOMERY DISTILLERY,129 W FRONT ST,MISSOULA,MT,59802,4303,MISSOULA,129 W FRONT ST MISSOULA MT 59802,46.8701896,-113.9963513
MT-S-15012,"HEADFRAME SPIRITS MANUFACTURING, INC.",MOUNTAIN CONSOLIDATED PACKAGING,341 ANACONDA RD,BUTTE,MT,59701,0,SILVER BOW,341 ANACONDA RD BUTTE MT 59701,46.0189148,-112.5268999
MT-S-20001,"BOOTLEG DISTILLERY, INC.",TRAILHEAD SPIRITS,2314 MONTANA AVE,BILLINGS,MT,59101,2420,Yellowstone,2314 MONTANA AVE BILLINGS MT 59101,45.7835503,-108.4997722
MT-S-20002,"WILLIE'S DISTILLERY, INC.",Â,312 E ENNIS ST,ENNIS,MT,59729,0,Â,312 E ENNIS ST ENNIS MT 59729,45.3468555,-111.7271075
MT-S-20003,"TEN MILE DISTILLING, LLC",TRIPLE DIVIDE SPIRITS,790 FRONT ST,HELENA,MT,59601,9,Lewis and Clark,790 FRONT ST HELENA MT 59601,46.5948555,-112.0370891
MT-S-20004,CARL J. BOCK,STEEL TOE DISTILLERY,23545 E HIGHWAY 200,POTOMAC,MT,59823,0,Â,23545 E HIGHWAY 200 POTOMAC MT 59823,46.910887,-113.673387
MT-S-20005,"THE MT DISTILLERY, LLC",Â,627 WOODY ST,MISSOULA,MT,59802,4137,Lincoln,627 WOODY ST MISSOULA MT 59802,46.8762761,-113.9952221
MT-S-20006,"BOZEMAN SPIRITS, LLC",BOZEMAN SPIRITS DISTILLERY,121 W MAIN ST,BOZEMAN,MT,59715,4644,Gallatin,121 W MAIN ST BOZEMAN MT 59715,45.6795992,-111.0394051
MT-S-20007,"WILDRYE DISTILLING, LLC",Â,111 E OAK ST,BOZEMAN,MT,59715,0,GALLATIN,111 E OAK ST BOZEMAN MT 59715,45.6915761,-111.0327384
MT-S-20008,STONEHOUSE DISTILLERY LLC,Â,37 MUFFLEY LN,WINSTON,MT,59647,0,Broadwater,37 MUFFLEY LN WINSTON MT 59647,46.459338,-111.662603
MT-S-20009,MONTANA HARDWATER DISTILLERY LLC,HARDWATER DISTILLERY,428 N BROADWAY,BOZEMAN,MT,59715,3004,Gallatin,428 N BROADWAY BOZEMAN MT 59715,45.6845819,-111.0233467
MT-S-20010,RATTLESNAKE CREEK DISTILLERS,Â,128 W ALDER ST,MISSOULA,MT,59802,0,USA,128 W ALDER ST MISSOULA MT 59802,46.8755216,-113.9930256
MT-S-20011,SPOTTED BEAR SPIRITS LLC,Â,503 RAILWAY ST,WHITEFISH,MT,59937,0,Flathead,503 RAILWAY ST WHITEFISH MT 59937,48.4123181,-114.3362418
MT-S-20012,DRY HILLS DISTILLERY LLC,Â,106 VILLAGE CENTER LN,BOZEMAN,MT,59718,0,Â,106 VILLAGE CENTER LN BOZEMAN MT 59718,45.6723829,-111.1883617
MT-S-20013,"SEFCAK, LLP",WHITEFISH HANDCRAFTED SPIRITS,204 WISCONSIN AVE,WHITEFISH,MT,59937,0,Flathead,204 WISCONSIN AVE WHITEFISH MT 59937,48.417169,-114.34183
MT-S-20014,"MONKEY JAY'S DISTILLERY, LLC",MONKEY JAY'S DISTILLERY,465 ASH RD,KALISPELL,MT,59901,0,Flathead,465 ASH RD KALISPELL MT 59901,48.237444,-114.273059
NC-S-15003,"CAROLINA DISTILLERY, LLC",Â,1001 WEST AVE NW,LENOIR,NC,28645,5126,CALDWELL,1001 WEST AVE NW LENOIR NC 28645,35.9139337,-81.5412228
NC-S-15004,THE MAUNEY GROUP LLC,SOUTHERN ARTISAN SPIRITS,405 S CANSLER ST,KINGS MOUNTAIN,NC,28086,0,CLEVELAND,405 S CANSLER ST KINGS MOUNTAIN NC 28086,35.2356976,-81.3483211
NC-S-15005,"ENOCH WINERY, L.L.C.",ENOCH WINERY,3735 NC HIGHWAY 50 S,BENSON,NC,27504,8649,JOHNSTON,3735 NC HIGHWAY 50 S BENSON NC 27504,35.3607742,-78.4966115
NC-S-15009,THE COPPER STILL LLC,HOWLING MOON,42 OLD ELK MOUNTAIN RD,ASHEVILLE,NC,28804,2070,BUNCOMBE,42 OLD ELK MOUNTAIN RD ASHEVILLE NC 28804,35.6315465,-82.5790823
NC-S-15010,"AZURE SKYE BEVERAGES, INC",Â,5253 OLD DOWD RD,CHARLOTTE,NC,28208,7394,MECKLENBURG,5253 OLD DOWD RD CHARLOTTE NC 28208,35.2273109,-80.9258788
NC-S-15011,"BROADSLAB DISTILLERY, LLC",Â,4682 NC HWY 50 S,BENSON,NC,27504,8637,JOHNSTON,4682 NC HWY 50 S BENSON NC 27504,35.4380131,-78.564002
NC-S-15012,"BLUE RIDGE DISTILLING CO., INC.",Â,228 REDBUD LN,BOSTIC,NC,28018,0,RUTHERFORD,228 REDBUD LN BOSTIC NC 28018,35.5394275,-81.7930283
NC-S-15013,MUDDY RIVER DISTILLERY LLC,Â,1500 RIVER DR,BELMONT,NC,28012,3578,GASTON,1500 RIVER DR BELMONT NC 28012,35.2367798,-81.0156748
NC-S-15014,TOP SPIRITS LLC,TOP OF THE HILL DISTILLERY,505C W FANKLIN ST,CHAPEL HILL,NC,27516,0,ORANGE,505C W FANKLIN ST CHAPEL HILL NC 27516,35.9094733,-79.0635935
NC-S-15015,ASHEVILLE DISTILLING COMPANY,TROY & SONS DISTILLERS,12 OLD CHARLOTTE HWY,ASHEVILLE,NC,28803,0,BUNCOMBE,12 OLD CHARLOTTE HWY ASHEVILLE NC 28803,35.571062,-82.4981899
NC-S-15016,"MOTHER EARTH BREWING, LLC",Â,311 N HERRITAGE ST,KINSTON,NC,28501,4823,LENOIR,311 N HERRITAGE ST KINSTON NC 28501,35.262656,-77.5825349
NC-S-15017,"HELMETS REQUIRED, LLC",Helmets Required,5781 MT. OLIVE CHURCH RD,MORGANTON,NC,28655,5801,BURKE,5781 MT. OLIVE CHURCH RD MORGANTON NC 28655,35.6519393,-81.8080078
NC-S-15018,"LAWS DISTILLERY, INC.",Â,1889 GREASY CREEK RD,LENOIR,NC,28645,0,CALDWELL,1889 GREASY CREEK RD LENOIR NC 28645,35.937379,-81.606259
NC-S-20001,"TOBACCO ROAD DISTILLERS, INC.",Â,605 WARSAW HWY,CLINTON,NC,28328,0,Sampson,605 WARSAW HWY CLINTON NC 28328,35.0105967,-78.2854725
NC-S-20002,COVINGTON SPIRITS LLC,Â,310 KINGOLD BLVD,SNOW HILL,NC,28580,1306,greene,310 KINGOLD BLVD SNOW HILL NC 28580,35.451531,-77.686515
NC-S-20003,"WINDSOR RUN CELLARS, INC.",Â,6531 WINDSOR RD,HAMPTONVILLE,NC,27020,7916,Yadkin,6531 WINDSOR RD HAMPTONVILLE NC 27020,36.101582,-80.8625503
NC-S-20004,BROTHERS VILGALYS SPIRITS LLC,THE BROTHERS VILGALYS SPIRITS COMPANY,803 RAMSEUR ST,DURHAM,NC,27701,0,Â,803 RAMSEUR ST DURHAM NC 27701,35.9886949,-78.8946491
NC-S-20005,"PETZOLD DISTILLERIES, LLC",Â,6461 HIGHWAY 212,MARSHALL,NC,28753,7560,United States of America,6461 HIGHWAY 212 MARSHALL NC 28753,35.980103,-82.697331
NC-S-20006,DIABLO DISTILLERIES LLC,Â,245 JIM PARKER RD,JACKSONVILLE,NC,28546,0,Onslow,245 JIM PARKER RD JACKSONVILLE NC 28546,34.81922,-77.382947
NC-S-20007,STEVEN COX,MAYBERRY DISTILLERY,461 N SOUTH ST,MOUNT AIRY,NC,27030,0,Surry,461 N SOUTH ST MOUNT AIRY NC 27030,36.50395,-80.616218
NC-S-20008,"THE TIPSY BEE, INC.",THE TIPSY BEE WINERY & DISTILLERY,1764 LYMAN RD,CHINQUAPIN,NC,28521,0,Duplin,1764 LYMAN RD CHINQUAPIN NC 28521,34.8418149,-77.7503739
NC-S-20009,"SCOTTS POINT DISTILLERY, LTD.",Â,1109 POST RD,BATH,NC,27808,0,Beaufort,1109 POST RD BATH NC 27808,35.50551,-76.7972441
NC-S-20010,"LOST COLONY SPIRITS, LLC",SUTLER''S SPIRIT CO.,840 MILL WORKS ST,WINSTON-SALEM,NC,27101,0,FORSYTH,840 MILL WORKS ST WINSTON-SALEM NC 27101,36.1038595,-80.2593459
NC-S-20011,"DEVIL'S DISTILLERY, LLC",FAIR GAME BEVERAGE COMPANY,220 LORAX LN,PITTSBORO,NC,27312,8897,Chatham,220 LORAX LN PITTSBORO NC 27312,35.710046,-79.156684
NC-S-20012,"SCREAMING EAGLE DISTILLERS, LLC",SCREAMING EAGLE DISTILLERY,"843 NC 90, HIGHWAY E.",TAYLORSVILLE,NC,28681,0,Alexander,"843 NC 90, HIGHWAY E. TAYLORSVILLE NC 28681",35.9224384,-81.190087
NC-S-20013,"CAG FARMS, INC.",GREGORY VINEYARDS,275 BOWLING SPRING DR,ANGIER,NC,27501,0,Â,275 BOWLING SPRING DR ANGIER NC 27501,35.4928849,-78.5827345
NC-S-20014,"KITTY HAWK STILLS, LLC",FIRST FLIGHT VODKA,226 FORLINES RD,GREENVILLE,NC,27858,0,PITT,226 FORLINES RD GREENVILLE NC 27858,35.537846,-77.411819
NC-S-20015,"FOOTHILLS DISTILLERY, LLC",Â,300 THORNBURG DR SE,CONOVER,NC,28613,9429,UNITED STATES,300 THORNBURG DR SE CONOVER NC 28613,35.696508,-81.201206
NC-S-20017,"TRYON BACK DOOR DISTILLERY, LLC",Â,11 DEPOT ST,TRYON,NC,28782,0,Polk,11 DEPOT ST TRYON NC 28782,35.208552,-82.239175
NC-S-20018,OUTER BANKS CRAFT DISTILLING LLC,KILL DEVIL RUM,510 BUDLEIGH ST,MANTEO,NC,27954,0,Dare,510 BUDLEIGH ST MANTEO NC 27954,35.9081452,-75.6748969
NC-S-20019,"NEWCASTLE ASSETS, INC",GAMBILL CREEK DISTILLERS,1865 ROCK CREEK RD,NORTH WILKESBORO,NC,28659,0,Wilkes,1865 ROCK CREEK RD NORTH WILKESBORO NC 28659,36.2328528,-81.06729
NC-S-20020,"WALTON'S DISTILLERY, INC.",WALTON'S DISTILLERY,261 BEN WILLIAMS RD,JACKSONVILLE,NC,28540,0,ONSLOW,261 BEN WILLIAMS RD JACKSONVILLE NC 28540,34.7556841,-77.5727472
NC-S-20021,GREAT WAGON ROAD DISTILLING COMPANY LLC,Â,227 SOUTHERN DR,CHARLOTTE,NC,28217,0,Â,227 SOUTHERN DR CHARLOTTE NC 28217,35.113736,-80.906343
NC-S-20022,"BROAD BRANCH DISTILLERY, LLC",Â,756 N TRADE ST,WINSTON SALEM,NC,27101,0,Â,756 N TRADE ST WINSTON SALEM NC 27101,36.1041277,-80.2465233
NC-S-20023,"SEVENTY EIGHT C, INC.",Â,2660 DISCOVERY DR,RALEIGH,NC,27616,0,USA,2660 DISCOVERY DR RALEIGH NC 27616,35.8621791,-78.5952869
NC-S-20024,"SOUTHERN GRACE DISTILLERIES, INC.",Â,130 DUTCH RD,MOUNT PLEASANT,NC,28124,0,Cabarrus,130 DUTCH RD MOUNT PLEASANT NC 28124,35.3966803,-80.4142991
NC-S-20025,"OAK CITY DISTILLING, INC",Â,5995 CHAPEL HILL RD,RALEIGH,NC,27607,0,Wake,5995 CHAPEL HILL RD RALEIGH NC 27607,35.7885973,-78.7249352
NC-S-20026,RALEIGH RUM COMPANY LLC,Â,1100 CORPORATION PKWY,RALEIGH,NC,27610,1300,Wake,1100 CORPORATION PKWY RALEIGH NC 27610,35.7936722,-78.5680717
NC-S-20027,"DURHAM DISTILLERY, LLC",Â,711 WASHINGTON ST,DURHAM,NC,27701,2147,Â,711 WASHINGTON ST DURHAM NC 27701,36.0043896,-78.9029427
NC-S-20028,"COPPER BARREL DISTILLERY, LLC",KEY CITY BOTTLING CO.,508 MAIN ST,NORTH WILKESBORO,NC,28659,4406,WILKES,508 MAIN ST NORTH WILKESBORO NC 28659,36.1614518,-81.1420588
NC-S-20029,"CALL FAMILY DISTILLERS, LLC",Â,1611 INDUSTRIAL DR,WILKESBORO,NC,28697,0,Wilkes,1611 INDUSTRIAL DR WILKESBORO NC 28697,36.1401169,-81.1945687
NC-S-20030,"SEVEN JARS DISTILLERY, LLC",Â,6148 A BROOKSHIRE BLVD,CHARLOTTE,NC,28216,2426,Mecklenburg,6148 A BROOKSHIRE BLVD CHARLOTTE NC 28216,35.2875609,-80.906343
NC-S-20031,"DOC PORTER'S DISTILLERY, LLC",Â,232 E PETERSON DR,CHARLOTTE,NC,28217,1720,Â,232 E PETERSON DR CHARLOTTE NC 28217,35.1881593,-80.8797371
NC-S-20032,MALT DISTILLING LLC,Â,965 PINECOVE RD,OLD FORT,NC,28762,0,McDowell,965 PINECOVE RD OLD FORT NC 28762,35.5877798,-82.1811449
NC-S-20033,"CAROLINA BEVERAGE GROUP, LLC",Â,110 BARLEY PARK LN,MOORESVILLE,NC,28115,0,Iredell,110 BARLEY PARK LN MOORESVILLE NC 28115,35.6223409,-80.8018579
NC-S-20034,"ALLJUICE OPERATING, LLC",Â,352 JET ST,HENDERSONVILLE,NC,28792,0,Henderson,352 JET ST HENDERSONVILLE NC 28792,35.348246,-82.404134
NC-S-20035,"DRACO INVICTUS, LLC",DRAGON MOONSHINE COMPANY,516 E 15TH ST,CHARLOTTE,NC,28206,3490,Mecklenburg,516 E 15TH ST CHARLOTTE NC 28206,35.2327116,-80.8256304
NC-S-20036,PINE TOP DISTILLERY LLC,Â,1053 E WHITAKER MILL RD,RALEIGH,NC,27604,1425,WAKE,1053 E WHITAKER MILL RD RALEIGH NC 27604,35.8087141,-78.6211297
NC-S-20038,OAKLEE DISTILLING CO.,OAKLEE DISTILLING CO.,13 N MAIN ST,WENDELL,NC,27591,0,Â,13 N MAIN ST WENDELL NC 27591,35.781372,-78.370197
NC-S-20039,"DALTON DISTILLERY, LLC",Â,251 BILTMORE AVE,ASHEVILLE,NC,28801,0,Buncombe,251 BILTMORE AVE ASHEVILLE NC 28801,35.5862918,-82.5521167
NC-S-20040,"FAINTING GOAT SPIRITS, LLC",Â,115 W LEWIS ST,GREENSBORO,NC,27406,0,Â,115 W LEWIS ST GREENSBORO NC 27406,36.065934,-79.7917267
NC-S-20041,H&H DISTILLERY LLC,H&H DISTILLERY,204 CHARLOTTE HWY,ASHVILLE,NC,28803,0,Buncombe,204 CHARLOTTE HWY ASHVILLE NC 28803,35.5523,-82.475258
NC-S-20042,LIZARD LICK BREWING AND DISTILLING LLC,Â,138 E VANCE ST,ZEBULON,NC,27597,0,Wake,138 E VANCE ST ZEBULON NC 27597,35.8219366,-78.3110743
NC-S-20043,LASSITER DISTILLING COMPANY LLC,Â,319 N FIRST AVE,KNIGHTDALE,NC,27545,0,Â,319 N FIRST AVE KNIGHTDALE NC 27545,35.7899435,-78.4791168
NC-S-20044,"CAPE FEAR VINEYARD AND WINERY, LLC",Â,195 VINEYARD DR,ELIZABETHTOWN,NC,28337,0,Bladen,195 VINEYARD DR ELIZABETHTOWN NC 28337,34.6057421,-78.5885356
NC-S-20045,"HOLMAN DISTILLERY, LLC",Â,385 HOSE RD,MORAVIAN FALLS,NC,28654,0,Wilkes,385 HOSE RD MORAVIAN FALLS NC 28654,36.0372566,-81.0786076
NC-S-20046,"CAROLINA SALOON DISTILLERY, INC.",Â,363 BERT WINSTON RD,YOUNGSVILLE,NC,27596,0,United States,363 BERT WINSTON RD YOUNGSVILLE NC 27596,36.066552,-78.468442
