PERMIT.NUMBER,OWNER.NAME,OPERATING.NAME,STREET,CITY,STATE,ZIP,ZIP4,COUNTY,full_address,Lat,Lng
TX-S-20038,"KOOPER DISTILLING, LLC",KOOPER FAMILY WHISKEY COMPANY,31560 RANCH ROAD 12,DRIPPING SPRINGS,TX,78620,0,USA,31560 RANCH ROAD 12 DRIPPING SPRINGS TX 78620,30.2500017,-98.0570522
TX-S-20039,"HUMULUS LUPULUS ENTERPRISES, INC.",REAL SPIRITS DISTILLING COMPANY,231 SAN SABA CT,BLANCO,TX,78606,4810,Blanco,231 SAN SABA CT BLANCO TX 78606,30.1132717,-98.4128231
TX-S-20040,"PINKERTON'S DISTILLERY, LLC",Â,8901 HWY 87,LUBBOCK,TX,79423,0,Â,8901 HWY 87 LUBBOCK TX 79423,33.5138339,-101.8428472
TX-S-20041,"TRINITY RIVER DISTILLERS, INC.",Â,1734 E EL PASO ST,FORT WORTH,TX,76102,0,Terrant,1734 E EL PASO ST FORT WORTH TX 76102,32.7435237,-97.3086259
TX-S-20042,"CAROLINA BEVERAGE GROUP, LLC",TEXAS QUALITY BEVERAGE,13300 PARK VISTA BLVD,FORT WORTH,TX,76177,0,Â,13300 PARK VISTA BLVD FORT WORTH TX 76177,32.9733116,-97.2607455
TX-S-20043,SQUARE PEG DISTILLING LLC,Â,11894 OLD 2243 WEST,LEANDER,TX,78641,0,Williamson,11894 OLD 2243 WEST LEANDER TX 78641,30.5767744,-97.8718535
TX-S-20044,"AUSTIN WHISKEY COMPANY, LLC",AUSTIN SPIRITS,13807 QUITMAN PASS,AUSTIN,TX,78728,7628,Â,13807 QUITMAN PASS AUSTIN TX 78728,30.431662,-97.681098
TX-S-20045,"ALAMO PREMIUM DISTILLERY, INC.",ALAMO PREMIUM DISTILLERY,540 SANDAU RD,SAN ANTONIO,TX,78216,0,Bexar,540 SANDAU RD SAN ANTONIO TX 78216,29.5366712,-98.4876938
TX-S-20046,"BUFFALO BAYOU DISTILLERIES, LLC",GULF COAST DISTILLERS,5610 CLINTON DR,HOUSTON,TX,77020,8011,Â,5610 CLINTON DR HOUSTON TX 77020,29.7611592,-95.310881
TX-S-20047,SPIRITS DISTILLING COMPANY LLC,Â,9850 DRYSDALE LN,HOUSTON,TX,77041,0,Â,9850 DRYSDALE LN HOUSTON TX 77041,29.8523907,-95.5359515
TX-S-20048,GRATEFUL DANE DISTILLING COMPANY LLC,Â,5250 GULFTON ST,HOUSTON,TX,77081,0,Â,5250 GULFTON ST HOUSTON TX 77081,29.7169387,-95.471602
TX-S-20049,JERRY DELL COLLINS,DIXIE WINE COMPANY,"47549 US HWY 69, N",BULLARD,TX,75757,0,Cherokee,"47549 US HWY 69, N BULLARD TX 75757",32.0652742,-95.284371
TX-S-20050,EDWARDS RIDGE LLC,Â,16104 UNIVERSITY OAK,SAN ANTONIO,TX,78249,0,USA,16104 UNIVERSITY OAK SAN ANTONIO TX 78249,29.588382,-98.577258
TX-S-20051,"ACRE DISTILLING COMPANY, LLC",THE ACRE DISTILLING CO.,1309 CALHOUN ST,FORT WORTH,TX,76102,0,Tarrant,1309 CALHOUN ST FORT WORTH TX 76102,32.750091,-97.325809
TX-S-20052,"ENDSLEY, INC.",FIRE OAK DISTILLERY,4600 COUNTY ROAD 207,LIBERTY HILL,TX,78642,3799,Williamson,4600 COUNTY ROAD 207 LIBERTY HILL TX 78642,30.768987,-97.903071
TX-S-20053,"REK HILL DISTILLERY, LLC",Â,,FAYETTEVILLE,TX,78940,0,Â,FAYETTEVILLE TX 78940,29.9057817,-96.6727528
TX-S-20054,"M'S AFTER DARK, LLC",Â,255 US HWY 180E,SEMINOLE,TX,79360,0,Â,255 US HWY 180E SEMINOLE TX 79360,32.7189551,-102.6420024
TX-S-20055,"TEXAS STREET-ISH HOLDINGS, LLC",REVOLUTION RUM,2201 DALLAS ST,HOUSTON,TX,77003,0,Harris,2201 DALLAS ST HOUSTON TX 77003,29.7493636,-95.355479
TX-S-20056,BLYTHE SPIRITS LLC,STINSON DISTILLING,18281 W FM 150,DRIFTWOOD,TX,78619,0,HAYS,18281 W FM 150 DRIFTWOOD TX 78619,30.1434717,-98.0320376
TX-S-20058,HALBERT SPIRITS COMPANY LLC,HALBERT SPIRITS COMPANY,1326 MOTOR CIR,DALLAS,TX,75207,0,Dallas,1326 MOTOR CIR DALLAS TX 75207,32.8037988,-96.8408582
TX-S-20059,BALCONES DISTILLING LLC,Â,212-220 S 12TH ST,WACO,TX,76701,0,McLennan,212-220 S 12TH ST WACO TX 76701,31.550031,-97.136247
TX-S-20060,"HEAVEN HILL DISTILLERIES, INC.",Â,13805 QUITMAN PASS,AUSTIN,TX,78728,0,Â,13805 QUITMAN PASS AUSTIN TX 78728,30.431401,-97.681264
TX-S-20061,"HEAVEN HILL DISTILLERIES, INC.",Â,,DRIPPING SPRINGS,TX,78620,0,Â,DRIPPING SPRINGS TX 78620,30.1902067,-98.0866781
TX-S-20062,"BLANCO VALLEY DISTILLERS, LLC",ANDALUSIA WHISKEY CO.,6462 N US HWY 281,BLANCO,TX,78606,0,Blanco,6462 N US HWY 281 BLANCO TX 78606,30.0749857,-98.4115441
TX-S-20063,"CRAVEY DISTILLING, LLC",Â,523 SEVENTH ST,COMFORT,TX,78013,0,Â,523 SEVENTH ST COMFORT TX 78013,29.9673594,-98.9077251
TX-S-20064,"YOGURT TECHNOLOGIES, LLC",LT. BLENDER'S,1208 POST OFFICE ST,GALVESTON,TX,77550,0,Â,1208 POST OFFICE ST GALVESTON TX 77550,29.4345626,-94.6812086
TX-S-20065,STILL AUSTIN DISTILLERY LLC,STILL AUSTIN WHISKEY CO.,440 E ST. ELMO ST,AUSTIN,TX,78745,0,Travis,440 E ST. ELMO ST AUSTIN TX 78745,30.2164118,-97.7619718
TX-S-20066,"MARTIN GREER DISTILLERY, LLC",MARTIN GREER DISTILLERY,306 N BAUGH ST,ALVARADO,TX,76009,0,Johnson,306 N BAUGH ST ALVARADO TX 76009,32.4093,-97.208196
TX-S-20067,"TREATY OAK BREWING AND DISTILLING CO, LLC",Â,16604 FITZHUGH RD,DRIPPING SPRINGS,TX,78620,0,Hayes,16604 FITZHUGH RD DRIPPING SPRINGS TX 78620,30.246971,-98.0556639
TX-S-20068,DERELICT AIRSHIP LLC,DERELICT AIRSHIP DISTILLERY,"704 HWY 71, W",BASTROP,TX,78602,0,Bastrop,"704 HWY 71, W BASTROP TX 78602",30.1124643,-97.3695813
TX-S-20069,LLANO CRAFT DISTILLERY LLC,Â,103 E MAIN ST,LLANO,TX,78643,0,Â,103 E MAIN ST LLANO TX 78643,30.7503097,-98.6758791
TX-S-20070,"MIX & MARY, LLC",Â,100 RUSSELL LN,DRIPPING SPRINGS,TX,78620,0,Â,100 RUSSELL LN DRIPPING SPRINGS TX 78620,30.209044,-98.119467
TX-S-20071,RUM RUNNER PRESS INC.,RUM CENTRAL,1700 BRYANT DR,ROUND ROCK,TX,78664,0,Williamson,1700 BRYANT DR ROUND ROCK TX 78664,30.4920172,-97.647022
TX-S-20072,SOUTH TEXAS DISTILLERY LLC,SOUTH TEXAS DISTILLERY,642 FM 1540,SANDIA,TX,78383,0,Jim Wells,642 FM 1540 SANDIA TX 78383,28.0170403,-97.8701899
TX-S-20073,JUSTICE LABEL LLC,Â,523 E SINTON ST,SINTON,TX,78387,0,San Patricio,523 E SINTON ST SINTON TX 78387,28.0369414,-97.5046491
TX-S-20074,"MOONSHINE RIDGE, INC.",Â,3012 FM 621,SAN MARCOS,TX,78666,0,GUADULUPE,3012 FM 621 SAN MARCOS TX 78666,29.8350374,-97.9045833
TX-S-20075,"PROVISION SPIRIT, LLC",Â,208 CARLIE LN,BLANCO,TX,78606,0,Blanco,208 CARLIE LN BLANCO TX 78606,30.1130601,-98.419604
TX-S-20076,ROBERT W. SANGIOVANNI,SANGIOVANNI DISTILLERY,4674 PRIEM LN,PFLUGERVILLE,TX,78660,0,Travis,4674 PRIEM LN PFLUGERVILLE TX 78660,30.494465,-97.5883888
TX-S-20077,CIBOLO CREEK RESOURCES CORP. D/B/A FRONT PORCH DISTILLERY,FRONT PORCH DISTILLERY,7905 S U.S. HIGHWAY 59,NACOGDOCHES,TX,75964,0,Nacogdoches,7905 S U.S. HIGHWAY 59 NACOGDOCHES TX 75964,31.4921195,-94.7156998
TX-S-20078,SAN ANTONIO DISTILLERY LLC,SAN ANTONIO DISTILLERY,715 ST PAUL,GONZALES,TX,78629,0,Gonzales,715 ST PAUL GONZALES TX 78629,29.5043933,-97.4527697
TX-S-20079,"CANA'S JUG, LLC",Â,335 N. LAMPASAS ST,BERTRAM,TX,78605,0,Â,335 N. LAMPASAS ST BERTRAM TX 78605,30.745065,-98.055514
TX-S-20080,"AUSTONIAN SPIRITS, INC.",Â,12001 OAK KNOLL DR,AUSTIN,TX,78759,0,Travis,12001 OAK KNOLL DR AUSTIN TX 78759,30.4280546,-97.759446
TX-S-20081,"IWD ENTERPRISES, LLC",IRON WOLF RANCH & DISTILLERY,101 COUNTY ROAD 409,SPICEWOOD,TX,78669,0,Burnet,101 COUNTY ROAD 409 SPICEWOOD TX 78669,30.4556903,-98.1677136
TX-S-20082,RIFLE DISTILLERY LLC,RIFLE DISTILLERY,541 INDUSTRIAL BLVD,GRAPEVINE,TX,76051,0,Tarrant,541 INDUSTRIAL BLVD GRAPEVINE TX 76051,32.9342508,-97.0997851
TX-S-6,TEXACELLO LLC,PAULA'S TEXAS SPIRITS,12507 PAULS VALLEY,AUSTIN,TX,78737,0,HAYS,12507 PAULS VALLEY AUSTIN TX 78737,30.2330591,-98.0111466
UT-S-15001,"HIGH WEST DISTILLERY, LLC",Â,703 PARK AVE,PARK CITY,UT,84060,0,SUMMIT,703 PARK AVE PARK CITY UT 84060,40.6464897,-111.4985493
UT-S-15002,"OGDEN'S OWN DISTILLERY, LLC",OGDEN'S OWN DISTILLERY,3075 GRANT AVE,OGDEN,UT,84401,0,WEBER,3075 GRANT AVE OGDEN UT 84401,41.2090043,-111.9739193
UT-S-15003,"HIGH WEST DISTILLERY, LLC",Â,703 PARK AVE,PARK CITY,UT,84060,0,SUMMIT,703 PARK AVE PARK CITY UT 84060,40.6464897,-111.4985493
UT-S-20001,ABO LLC,BEEHIVE DISTILLING,1745 S MILESTONE DR,SALT LAKE CITY,UT,84104,0,Â,1745 S MILESTONE DR SALT LAKE CITY UT 84104,40.7332311,-111.9641815
UT-S-20002,"SUGAR HOUSE DISTILLERY, LLC",Â,2212 S WEST TEMPLE,SOUTH SALT LAKE,UT,84115,1214,USA,2212 S WEST TEMPLE SOUTH SALT LAKE UT 84115,40.7232784,-111.8951378
UT-S-20003,"ELEVATION DISTILLING, LLC",Â,"6864 S 300, WEST",MIDVALE,UT,84047,0,Â,"6864 S 300, WEST MIDVALE UT 84047",40.6262847,-111.8999092
UT-S-20004,JAY KIRK SEDGWICK AND DENISE RAE SEDGWICK,OUTLAW DISTILLERY,552 W 8360 S,MIDVALE,UT,84047,0,Salt Lake,552 W 8360 S MIDVALE UT 84047,40.5995387,-111.9064611
UT-S-20005,"DISTILLERY 36, LLC",Â,2374 S REDWOOD RD,SALT LAKE CITY,UT,84119,2027,Salt Lake,2374 S REDWOOD RD SALT LAKE CITY UT 84119,40.7198375,-111.9398387
UT-S-20006,"THE HIVE WINERY, INC.",THE HIVE BRANDY COMPANY,1220 W JACK D DR,LAYTON,UT,84041,4686,Davis,1220 W JACK D DR LAYTON UT 84041,41.0669912,-111.9882312
UT-S-20007,"ROCKY MOUNTAIN DISTILLING + BOTTLING, LLC",Â,"2080 W 2200, SOUTH",WEST VALLEY CITY,UT,84119,0,Salt Lake,"2080 W 2200, SOUTH WEST VALLEY CITY UT 84119",40.723658,-111.945976
UT-S-20009,"SALT LAKE CITY DISTILLERY, LLC",DENTED BRICK DISTILLERY,3100 S WASHINGTON ST,SOUTH SALT LAKE,UT,84115,0,Salt Lake County,3100 S WASHINGTON ST SOUTH SALT LAKE UT 84115,40.703279,-111.898486
UT-S-20010,"MOAB BREWERS, L.L.C.",MOAB DISTILLERY,686 S MAIN ST,MOAB,UT,84532,0,Grand,686 S MAIN ST MOAB UT 84532,38.5627592,-109.5497764
UT-S-20011,NEW WORLD DISTILLERY INC.,NEW WORLD DISTILLERY,4795 E. 2600 N,EDEN,UT,84310,0,Weber,4795 E. 2600 N EDEN UT 84310,41.305153,-111.832438
VA-S-15000,"PARCHED GROUP, LLC",PARCHED GROUP,1603 OWNBY LN,RICHMOND,VA,23220,0,RICHMOND CITY,1603 OWNBY LN RICHMOND VA 23220,37.5621954,-77.4582491
VA-S-15002,"COPPER FOX DISTILLERY ENTERPRISES, L.L.C.",Â,9 RIVER LN,SPERRYVILLE,VA,22740,2147,RAPPAHANNOCK,9 RIVER LN SPERRYVILLE VA 22740,38.6570525,-78.2261389
VA-S-15003,CHESAPEAKE BAY DISTILLERY LLC,Â,437 VIRGINIA BEACH BLVD,VIRGINIA BEACH,VA,23451,3442,VIRGINIA BEACH CITY,437 VIRGINIA BEACH BLVD VIRGINIA BEACH VA 23451,36.844213,-75.9789119
VA-S-15009,ZACHARY LEE COMBS,THE GREAT DISMAL DISTILLERY,1549 JUNIPER ST,NORFOLK,VA,23502,1645,NORFOLK CITY,1549 JUNIPER ST NORFOLK VA 23502,36.8686496,-76.2324005
VA-S-15010,THE HOMEPLACE DISTILLERY LLC,Â,10 FALL CREEK ROAD,RIDGEWAY,VA,24148,3190,HENRY,10 FALL CREEK ROAD RIDGEWAY VA 24148,36.5613147,-79.9360085
VA-S-15011,"RESERVOIR DISTILLERY, LLC",Â,1800 SUMMIT AVE,RICHMOND,VA,23230,4314,HENRICO,1800 SUMMIT AVE RICHMOND VA 23230,37.569858,-77.468418
VA-S-15012,"CATOCTIN CREEK DISTILLING COMPANY, LLC",Â,120 W MAIN ST,PURCELLVILLE,VA,20132,3023,LOUDOUN,120 W MAIN ST PURCELLVILLE VA 20132,39.1365063,-77.7150645
VA-S-15014,T.F. O'NEILL DISTILLERY L.L.C.,Â,240 LENOIR DR,WINCHESTER,VA,22603,4607,FREDERICK,240 LENOIR DR WINCHESTER VA 22603,39.218143,-78.14951
VA-S-15015,LAIRD & COMPANY,Â,3638 LAIRD LN,NORTH GARDEN,VA,22959,0,ALBEMARLE,3638 LAIRD LN NORTH GARDEN VA 22959,37.937511,-78.6395482
VA-S-15016,"VINUM, LLC",Â,5134 VIEWMONT WEST DR,CHARLOTTESVILLE,VA,22902,7811,CHARLOTTESVILLE CITY,5134 VIEWMONT WEST DR CHARLOTTESVILLE VA 22902,37.898373,-78.553596
VA-S-15017,"PLAINS MARKETING, L. P., PLAINS GP LLC",Â,2201 GOODWIN NECK RD,YORKTOWN,VA,23692,0,YORK,2201 GOODWIN NECK RD YORKTOWN VA 23692,37.2069552,-76.442515
VA-S-15018,"OLD HOUSE VINEYARDS, LLC",OLD HOUSE VINEYARDS,18351 CORKYS LN,CULPEPER,VA,22701,0,CULPEPER,18351 CORKYS LN CULPEPER VA 22701,38.4544968,-77.9129396
VA-S-15019,"E WRIGHT & C WALLACE DISTILLERIES, LLC",Â,2209 GLADESBORO RD,HILLSVILLE,VA,24343,0,CARROLL,2209 GLADESBORO RD HILLSVILLE VA 24343,36.6955864,-80.5877604
VA-S-1797,THE MOUNT VERNON LADIES ASSOC. OF THE UNION,Â,5514 MOUNT VERNON MEMORIAL HWY,MOUNT VERNON,VA,22121,0,FAIRFAX,5514 MOUNT VERNON MEMORIAL HWY MOUNT VERNON VA 22121,38.713451,-77.129781
VA-S-20001,COMMONWEALTH SPIRITS LLC,Â,21730 RED RUM DR,ASHBURN,VA,20147,5871,Â,21730 RED RUM DR ASHBURN VA 20147,39.0161292,-77.4755682
VA-S-20002,"THE VIRGINIA DISTILLERY COMPANY, LLC",Â,299 EADES LN,LOVINGSTON,VA,22949,0,Nelson,299 EADES LN LOVINGSTON VA 22949,37.7828641,-78.8635025
VA-S-20004,"LEGACY ARTISAN DISTILLERS, INC",VIRGILINA DISTILLING COMPANY,1141 7TH STREET,VIRGILINA,VA,24598,3353,Halifax,1141 7TH STREET VIRGILINA VA 24598,36.5438511,-78.7763574
VA-S-20005,"WOODS MILL DISTILLERY, LLC",Â,1625 RIVER RD,FABER,VA,22938,2431,Nelson,1625 RIVER RD FABER VA 22938,37.8642411,-78.8166443
VA-S-20006,"RIVER HILL WINE AND SPIRITS, LLC",Â,356 RUFFNERS FERRY RD,LURAY,VA,22835,4402,Page,356 RUFFNERS FERRY RD LURAY VA 22835,38.6802248,-78.4862368
VA-S-20007,"DAVIS VALLEY WINERY AND VINEYARD, INC.",Â,1167 DAVIS VALLEY RD,RURAL RETREAT,VA,24368,0,smyth,1167 DAVIS VALLEY RD RURAL RETREAT VA 24368,36.8986874,-81.3592096
VA-S-20008,"GAROFALO ARTISAN LIQUEURS, INC.",Â,830 N KENT ST,WINCHESTER,VA,22601,5240,Frederick,830 N KENT ST WINCHESTER VA 22601,39.196532,-78.156015
VA-S-20009,DARK HOLLOW HOOCH LLC,FIVE MILE MOUNTAIN DISTILLERY,489 S FLOYD HWY,FLOYD,VA,24091,3082,Floyd,489 S FLOYD HWY FLOYD VA 24091,36.9086408,-80.33842
VA-S-20010,"JAMES RIVER DISTILLERY, LLC",Â,2700 HARDY ST,RICHMOND,VA,23220,1131,Richmond City,2700 HARDY ST RICHMOND VA 23220,37.567884,-77.457086
VA-S-20011,DILAWRI BARRELS LLC,FILIBUSTER,50 MAURETOWN RD,MAURETOWN,VA,22644,0,USA,50 MAURETOWN RD MAURETOWN VA 22644,38.9295687,-78.4648234
VA-S-20012,"RAGGED MOUNTAIN FARM, LLC",Â,1075 TAYLORS GAP RD,CHARLOTTESVILLE,VA,22903,0,Albemarle,1075 TAYLORS GAP RD CHARLOTTESVILLE VA 22903,38.0061646,-78.6271933
VA-S-20013,SILVERBACK SPIRITS LLC,SILVERBACK DISTILLERY,9520 ROCKFISH VALLEY HWY,AFTON,VA,22920,0,Nelson,9520 ROCKFISH VALLEY HWY AFTON VA 22920,37.9742401,-78.8378767
VA-S-20014,"MURLARKEY DISTILLED SPIRITS, LLC",MURLARKEY'S,7961 GAINSFORD CT,BRISTOW,VA,20136,1100,Prince William,7961 GAINSFORD CT BRISTOW VA 20136,38.783285,-77.570917
VA-S-20015,"MOUNT DEFIANCE CIDERY & DISTILLERY, LLC",Â,207 W. WASHINGTON ST,MIDDLEBURG,VA,22118,0,Loudoun,207 W. WASHINGTON ST MIDDLEBURG VA 22118,38.967726,-77.738271
VA-S-20016,MONTE PICCOLO LLC,Â,3135 BLANDEMAR DR,CHARLOTTESVILLE,VA,22903,7432,Albemarle,3135 BLANDEMAR DR CHARLOTTESVILLE VA 22903,38.000863,-78.607521
VA-S-20017,KARLSON & O'MARA DISTILLERIES LLC,KO DISTILLING,10381 CENTRAL PARK DR,MANASSAS,VA,20110,4183,Â,10381 CENTRAL PARK DR MANASSAS VA 20110,38.740706,-77.500199
VA-S-20018,CHARLES MCCAULEY,DOME AND SPEAR DISTILLERY,4529 DEARBORN RD,EVINGTON,VA,24550,1803,Campbell,4529 DEARBORN RD EVINGTON VA 24550,37.212414,-79.265141
VA-S-20019,"DRY FORK FRUIT DISTILLERY, LLC",Â,195 LIGHT RIDGE RD,MEADOWS OF DAN,VA,24120,4464,Â,195 LIGHT RIDGE RD MEADOWS OF DAN VA 24120,36.722245,-80.397617
VA-S-20020,BELLE ISLE CRAFT SPIRITS INC.,BELLE ISLE CRAFT SPIRITS,615 MAURY ST,RICHMOND,VA,23224,0,Â,615 MAURY ST RICHMOND VA 23224,37.520757,-77.436821
VA-S-20021,"TWIN CREEKS DISTILLERY, INC.",CROOKED ROAD,145 BYRD LN,ROCKY MOUNT,VA,24151,0,Franklin,145 BYRD LN ROCKY MOUNT VA 24151,37.0043526,-79.8910685
VA-S-20022,"IRONCLAD DISTILLERY, INC",Â,124 23RD ST,NEWPORT NEWS,VA,23607,0,usa,124 23RD ST NEWPORT NEWS VA 23607,36.976045,-76.430035
VA-S-20023,"WILLIAMSBURG DISTILLERY, INC.",Â,7218 MERRIMAC TRL,WILLIAMSBURG,VA,23185,5202,Â,7218 MERRIMAC TRL WILLIAMSBURG VA 23185,37.2597704,-76.6701098
VA-S-20024,"SAZERAC DISTILLERS, LLC",A. SMITH BOWMAN DISTILLERY,1 BOWMAN DR,FREDERICKSBURG,VA,22408,0,Â,1 BOWMAN DR FREDERICKSBURG VA 22408,38.281535,-77.450789
VA-S-20025,"AASS DISTILLERY, LLC",SPIRIT LAB DISTILLING,1117 E MARKET ST,CHARLOTTESVILLE,VA,22902,5378,Â,1117 E MARKET ST CHARLOTTESVILLE VA 22902,38.0282871,-78.4711516
VA-S-20026,"VITAE SPIRITS DISTILLERY, LLC",VITAE SPIRITS DISTILLERY,715 HENRY AVE,CHARLOTTESVILLE,VA,22903,5225,Albemarle,715 HENRY AVE CHARLOTTESVILLE VA 22903,38.0382661,-78.4848679
VA-S-20027,"FRANKLIN COUNTY DISTILLERIES, L.L.C.",Â,120 EASY ST,BOONES MILL,VA,24065,4200,Franklin,120 EASY ST BOONES MILL VA 24065,37.1167754,-79.9558221
VA-S-20028,CORCORAN SPIRITS LLC,Â,251 N 21ST ST,PURCELLVILLE,VA,20132,3027,Loudoun,251 N 21ST ST PURCELLVILLE VA 20132,39.1392672,-77.7179744
VA-S-20029,"BONDURANT BROTHERS DISTILLERY, LLC",Â,9 E THIRD ST,CHASE CITY,VA,23924,0,Mecklenburg,9 E THIRD ST CHASE CITY VA 23924,36.7996945,-78.4622694
VA-S-20030,"STONE MOUNTAIN DISTILLING, LLC",Â,12261 U.S. RT 19 E,LEBANON,VA,24266,0,Tazewell,12261 U.S. RT 19 E LEBANON VA 24266,36.9117175,-82.0207076
VA-S-20032,"COPPER FOX DISTILLERY ENTERPRISES, L.L.C.",Â,901 CAPITOL LANDING RD,WILLIAMSBURG,VA,23185,0,United States,901 CAPITOL LANDING RD WILLIAMSBURG VA 23185,37.2818653,-76.6884304
VA-S-20033,"SPRINGFIELD DISTILLERY, LLC",SPRINGFIELD DISTILLERY,9040 RIVER RD,HALIFAX,VA,24558,0,Halifax,9040 RIVER RD HALIFAX VA 24558,36.683465,-79.032443
VA-S-20034,"BLUE SKY DISTILLERY, LLC",Â,20042 IWIP RD,SMITHFIELD,VA,23430,0,Isle of Wight,20042 IWIP RD SMITHFIELD VA 23430,36.898262,-76.583107
VA-S-20035,"LAW SHINE, LLC",Â,181 MEEKS ROAD,PENHOOK,VA,24137,0,Franklin,181 MEEKS ROAD PENHOOK VA 24137,36.93951,-79.649454
VA-S-589,"BELMONT FARMS OF VIRGINIA, INC.",BELMONT FARMS,13490 CEDAR RUN RD,CULPEPER,VA,22701,7715,CULPEPER,13490 CEDAR RUN RD CULPEPER VA 22701,38.3729283,-77.992574
VT-S-13,VERMONT SPIRITS DISTILLING COMPANY,Â,5573 WOODSTOCK RD,QUECHEE,VT,5059,0,WINDSOR,5573 WOODSTOCK RD QUECHEE VT 5059,43.637917,-72.397789
VT-S-14,FLAG HILL FARM INC.,FLAG HILL FARM,135 EWING RD,VERSHIRE,VT,5079,0,ORANGE,135 EWING RD VERSHIRE VT 5079,43.9688154,-72.3649342
VT-S-15,"GREEN MOUNTAIN DISTILLERS, LLC",Â,192 THOMAS LN,STOWE,VT,5672,4344,LAMOILLE,192 THOMAS LN STOWE VT 5672,44.4582101,-72.6916936
VT-S-15000,"SAXTONS RIVER DISTILLERY, LLC",Â,485 WEST RIVER RD,BRATTLEBORO,VT,5301,0,WINDHAM,485 WEST RIVER RD BRATTLEBORO VT 5301,42.8795582,-72.5765099
VT-S-15001,SHELBURNE ORCHARDS COMPANY,SHELBURNE ORCHARDS,216 ORCHARD RD,SHELBURNE,VT,5482,6303,CHITTENDEN,216 ORCHARD RD SHELBURNE VT 5482,44.352032,-73.2655723
VT-S-15002,"SMUGGLERS' NOTCH DISTILLERY, LLC",Â,276 VT RT 108,JEFFERSONVLLE,VT,5464,0,LAMOILLE,276 VT RT 108 JEFFERSONVLLE VT 5464,44.574873,-72.7773574
VT-S-15003,"DUNCAN'S IDEA MILL, LLC",DUNC'S MILL,622 KEYSER HILL RD,ST JOHNSBURY,VT,5819,8532,CALEDONIA,622 KEYSER HILL RD ST JOHNSBURY VT 5819,44.373634,-72.060715
VT-S-15004,"CALEDONIA SPIRITS, INC.",Â,46 LOG YARD RD,HARDWICK,VT,5843,0,CALEDONIA,46 LOG YARD RD HARDWICK VT 5843,44.5155381,-72.3738611
VT-S-15005,BOYDEN VALLEY WINERY LLC,BOYDEN VALLEY SPIRITS,64 VERMONT ROUTE 104,CAMBRIDGE,VT,5444,9811,CHITTENDEN,64 VERMONT ROUTE 104 CAMBRIDGE VT 5444,44.6473533,-72.8891216
VT-S-15006,"GOAMERICAGO BEVERAGES, LLC",WHISTLEPIG,2139 QUIET VALLEY RD,SHOREHAM,VT,5770,0,ADDISON,2139 QUIET VALLEY RD SHOREHAM VT 5770,43.912071,-73.275932
VT-S-15007,"VERMONT DISTILLERS, INC.",VERMONT DISTILLERS,7755 VERMONT ROUTE 9,MARLBORO,VT,5344,0,WINDHAM,7755 VERMONT ROUTE 9 MARLBORO VT 5344,42.852798,-72.795944
VT-S-15009,ELM BROOK FARM LLC,Â,250 ELM BROOK RD,EAST FAIRFIELD,VT,5448,4929,FRANKLIN,250 ELM BROOK RD EAST FAIRFIELD VT 5448,44.786598,-72.8724949
VT-S-15010,"HILLIS' SUGARBUSH FARM AND VINEYARD, LLC",HILLIS' SUGARBUSH FARM & VINEYARD,206 SUGARBUSH FARM RD,COLCHESTER,VT,5446,7518,CHITTENDEN,206 SUGARBUSH FARM RD COLCHESTER VT 5446,44.5941,-73.195268
VT-S-20001,AMERICAN CRAFTED SPIRITS INCORPORATED,Â,3 ARTISANS WAY,WINDSOR,VT,5089,0,Windsor,3 ARTISANS WAY WINDSOR VT 5089,43.5143816,-72.4021587
VT-S-20002,"COLD SPRING SPIRITS, LLC",MAD RIVER DISTILLERS,156 COLD SPRINGS FARM RD,WARREN,VT,5674,9453,Â,156 COLD SPRINGS FARM RD WARREN VT 5674,44.138121,-72.8348479
VT-S-20003,"APPALACHIAN GAP DISTILLERY, INC.",Â,88 MAINELLI RD,MIDDLEBURY,VT,5753,1453,Addison,88 MAINELLI RD MIDDLEBURY VT 5753,44.035414,-73.1698332
VT-S-20004,"PUTNEY MOUNTAIN WINERY, LLP",Â,71 HOLLAND HILL ROAD,PUTNEY,VT,5346,8807,USA,71 HOLLAND HILL ROAD PUTNEY VT 5346,42.980068,-72.569832
VT-S-20005,RED CLOVER BEVERAGES LLC,Â,397 PATCHEN RD,SOUTH BURLINGTON,VT,5403,5764,USA,397 PATCHEN RD SOUTH BURLINGTON VT 5403,44.4773319,-73.1757607
VT-S-20006,STONECUTTER SPIRITS LLC,Â,1197 EXCHANGE ST,MIDDLEBURY,VT,5753,4463,Â,1197 EXCHANGE ST MIDDLEBURY VT 5753,44.0354811,-73.1688922
VT-S-20007,"GREEN MOUNTAIN DISTILLERS, LLC",Â,2919 LAPORTE RD,MORRISVILLE,VT,5661,0,Lamoile,2919 LAPORTE RD MORRISVILLE VT 5661,44.5271053,-72.6177456
VT-S-20008,"ALBATROSS, LLC",SPIRITS OF OLD BENNINGTON,1514 N BENNINGTON RD,NORTH BENNINGTON,VT,5257,0,Bennington,1514 N BENNINGTON RD NORTH BENNINGTON VT 5257,42.913071,-73.2337189
VT-S-20009,"VERMONT'S ORIGINAL ICE CREAM, INC.",WILCOX ICE CREAM,116 OLD CAMP RD,SUNDERLAND,VT,5250,0,Bennington,116 OLD CAMP RD SUNDERLAND VT 5250,43.0515817,-73.1298837
